o,o_lable,o_synonym
http://purl.obolibrary.org/obo/UBERON_2000452,urohyal,urohyal
http://purl.obolibrary.org/obo/UBERON_2000454,ventral accessory optic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000455,ventral flexor,
http://purl.obolibrary.org/obo/UBERON_2000459,ventromedial thalamic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000460,adipose fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000461,Weberian ossicle,Weberian ossicles
http://purl.obolibrary.org/obo/UBERON_2000462,abductor hyohyoid,
http://purl.obolibrary.org/obo/UBERON_2000464,otic lateral line,
http://purl.obolibrary.org/obo/UBERON_2000465,adductor operculi,
http://purl.obolibrary.org/obo/UBERON_2000466,anal depressor,
http://purl.obolibrary.org/obo/UBERON_2000468,anterior crista primordium,anterior crista primordia
http://purl.obolibrary.org/obo/UBERON_2000469,anterior semicircular canal primordium,anterior semicircular canal primordia
http://purl.obolibrary.org/obo/UBERON_2000474,intercalar,
http://purl.obolibrary.org/obo/UBERON_2000475,paraventricular organ,
http://purl.obolibrary.org/obo/UBERON_2000476,branchiostegal ray,branchiostegal rays
http://purl.obolibrary.org/obo/UBERON_2000479,caudal mesencephalo-cerebellar tract,
http://purl.obolibrary.org/obo/UBERON_2000480,caudal octavolateralis nucleus,
http://purl.obolibrary.org/obo/UBERON_2000481,caudal preglomerular nucleus,
http://purl.obolibrary.org/obo/UBERON_2000482,caudal tuberal nucleus,posterior tuberal nucleus
http://purl.obolibrary.org/obo/UBERON_2000484,celiacomesenteric artery,
http://purl.obolibrary.org/obo/UBERON_2000485,central nucleus inferior lobe,central nucleus inferior lobes
http://purl.obolibrary.org/obo/UBERON_2000488,ceratobranchial bone,ceratobranchials
http://purl.obolibrary.org/obo/UBERON_2000492,coracoradialis,
http://purl.obolibrary.org/obo/UBERON_2000495,infraorbital 5,
http://purl.obolibrary.org/obo/UBERON_2000497,pelvic adductor profundus,
http://purl.obolibrary.org/obo/UBERON_2000498,dilatator operculi,
http://purl.obolibrary.org/obo/UBERON_2000499,dorsal arrector,
http://purl.obolibrary.org/obo/UBERON_2000500,dorsal erector muscle,
http://purl.obolibrary.org/obo/UBERON_2000502,dorsal motor nucleus trigeminal nerve,
http://purl.obolibrary.org/obo/UBERON_2000503,dorsal oblique branchial muscle,dorsal oblique branchial muscles
http://purl.obolibrary.org/obo/UBERON_2000503,dorsal oblique branchial muscle,obliquues dorsalis
http://purl.obolibrary.org/obo/UBERON_2000503,dorsal oblique branchial muscle,obliquus dorsalis
http://purl.obolibrary.org/obo/UBERON_2000504,dorsal retractor,
http://purl.obolibrary.org/obo/UBERON_2000507,epineural,
http://purl.obolibrary.org/obo/UBERON_2000508,pelvic fin radial bone,pelvic actinost
http://purl.obolibrary.org/obo/UBERON_2000508,pelvic fin radial bone,pelvic radial
http://purl.obolibrary.org/obo/UBERON_2000510,external levatores,
http://purl.obolibrary.org/obo/UBERON_2000512,facial lobe,
http://purl.obolibrary.org/obo/UBERON_2000516,periventricular grey zone,
http://purl.obolibrary.org/obo/UBERON_2000517,glossopharyngeal lobe,
http://purl.obolibrary.org/obo/UBERON_2000522,inferior hyohyoid,
http://purl.obolibrary.org/obo/UBERON_2000523,inferior reticular formation,
http://purl.obolibrary.org/obo/UBERON_2000525,intercalarium,Weberian ossicle 3
http://purl.obolibrary.org/obo/UBERON_2000525,intercalarium,third Weberian ossicle
http://purl.obolibrary.org/obo/UBERON_2000526,intermuscular bone,métamyoste
http://purl.obolibrary.org/obo/UBERON_2000526,intermuscular bone,métaxymyoste
http://purl.obolibrary.org/obo/UBERON_2000526,intermuscular bone,os intermusculaire
http://purl.obolibrary.org/obo/UBERON_2000527,pharyngobranchial bone,infrapharyngobranchial
http://purl.obolibrary.org/obo/UBERON_2000527,pharyngobranchial bone,infrapharyngobranchial bone
http://purl.obolibrary.org/obo/UBERON_2000527,pharyngobranchial bone,pharyngobranchials
http://purl.obolibrary.org/obo/UBERON_2000528,interradialis,
http://purl.obolibrary.org/obo/UBERON_2000530,lapillus,utricular otolith
http://purl.obolibrary.org/obo/UBERON_2000530,lapillus,utriculith
http://purl.obolibrary.org/obo/UBERON_2000532,lateral division,
http://purl.obolibrary.org/obo/UBERON_2000540,magnocellular octaval nucleus,
http://purl.obolibrary.org/obo/UBERON_2000542,medial column,
http://purl.obolibrary.org/obo/UBERON_2000544,pectoral fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000549,posttemporal,post-temporal
http://purl.obolibrary.org/obo/UBERON_2000549,posttemporal,postemporal
http://purl.obolibrary.org/obo/UBERON_2000549,posttemporal,posttemporale
http://purl.obolibrary.org/obo/UBERON_2000551,nucleus lateralis valvulae,
http://purl.obolibrary.org/obo/UBERON_2000555,opercular flap,gill cover
http://purl.obolibrary.org/obo/UBERON_2000555,opercular flap,opercular apparatus
http://purl.obolibrary.org/obo/UBERON_2000557,preural 1 vertebra,penultimate vertebra
http://purl.obolibrary.org/obo/UBERON_2000557,preural 1 vertebra,preural centrum 1
http://purl.obolibrary.org/obo/UBERON_2000557,preural 1 vertebra,pu1
http://purl.obolibrary.org/obo/UBERON_2000557,preural 1 vertebra,second last vertebra
http://purl.obolibrary.org/obo/UBERON_2000558,posterior macula,pm
http://purl.obolibrary.org/obo/UBERON_2000558,posterior macula,posteromedial macula
http://purl.obolibrary.org/obo/UBERON_2000564,pelvic abductor profundus,
http://purl.obolibrary.org/obo/UBERON_2000573,internal cellular layer,
http://purl.obolibrary.org/obo/UBERON_2000576,pterotic,autopterotic
http://purl.obolibrary.org/obo/UBERON_2000579,rostral mesencephalo-cerebellar tract,
http://purl.obolibrary.org/obo/UBERON_2000580,rostral preglomerular nucleus,
http://purl.obolibrary.org/obo/UBERON_2000581,rostral tuberal nucleus,anterior tuberal nucleus
http://purl.obolibrary.org/obo/UBERON_2000582,saccus dorsalis,
http://purl.obolibrary.org/obo/UBERON_2000585,kinethmoid cartilage,kinethmoideum cartilage
http://purl.obolibrary.org/obo/UBERON_2000586,preural 2 vertebra,antepenultimate vertebra
http://purl.obolibrary.org/obo/UBERON_2000586,preural 2 vertebra,preural centrum 2
http://purl.obolibrary.org/obo/UBERON_2000586,preural 2 vertebra,pu2
http://purl.obolibrary.org/obo/UBERON_2000586,preural 2 vertebra,third last vertebra
http://purl.obolibrary.org/obo/UBERON_2000587,sphenotic,autosphenotic
http://purl.obolibrary.org/obo/UBERON_2000587,sphenotic,sphenotics
http://purl.obolibrary.org/obo/UBERON_2000589,sulcus ypsiloniformis,
http://purl.obolibrary.org/obo/UBERON_2000592,superficial pelvic adductor,
http://purl.obolibrary.org/obo/UBERON_2000593,superior reticular formation medial column,
http://purl.obolibrary.org/obo/UBERON_2000594,supracleithrum,hypercleithrum
http://purl.obolibrary.org/obo/UBERON_2000594,supracleithrum,supracleithra
http://purl.obolibrary.org/obo/UBERON_2000594,supracleithrum,supracleithrum
http://purl.obolibrary.org/obo/UBERON_2000594,supracleithrum,épiclithrum
http://purl.obolibrary.org/obo/UBERON_2000596,pelvic fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000599,torus semicircularis,
http://purl.obolibrary.org/obo/UBERON_2000602,uroneural,uroneurals
http://purl.obolibrary.org/obo/UBERON_2000603,valvula cerebelli,valvula cerebellum
http://purl.obolibrary.org/obo/UBERON_2000608,ventral transverse,
http://purl.obolibrary.org/obo/UBERON_2000609,ventrolateral nucleus,
http://purl.obolibrary.org/obo/UBERON_2000610,vertical myoseptum,transverse myoseptum
http://purl.obolibrary.org/obo/UBERON_2000611,visceromotor column,
http://purl.obolibrary.org/obo/UBERON_2000614,abductor profundus,
http://purl.obolibrary.org/obo/UBERON_2000615,adductor arcus palatini,
http://purl.obolibrary.org/obo/UBERON_2000616,adductor profundus,
http://purl.obolibrary.org/obo/UBERON_2000617,anal erector,
http://purl.obolibrary.org/obo/UBERON_2000620,autopalatine,palatines
http://purl.obolibrary.org/obo/UBERON_2000622,barbel,barbels
http://purl.obolibrary.org/obo/UBERON_2000622,barbel,barble
http://purl.obolibrary.org/obo/UBERON_2000623,basipterygium bone,basipterygia
http://purl.obolibrary.org/obo/UBERON_2000623,basipterygium bone,basipterygium ischiatique
http://purl.obolibrary.org/obo/UBERON_2000623,basipterygium bone,os pelvien
http://purl.obolibrary.org/obo/UBERON_2000623,basipterygium bone,pelvic plate
http://purl.obolibrary.org/obo/UBERON_2000623,basipterygium bone,pubic plate
http://purl.obolibrary.org/obo/UBERON_2000627,posterior ceratohyal,caudal ceratohyal
http://purl.obolibrary.org/obo/UBERON_2000627,posterior ceratohyal,epihyal
http://purl.obolibrary.org/obo/UBERON_2000627,posterior ceratohyal,posterohyal
http://purl.obolibrary.org/obo/UBERON_2000628,caudal fin musculature,
http://purl.obolibrary.org/obo/UBERON_2000629,caudal motor nucleus of abducens,
http://purl.obolibrary.org/obo/UBERON_2000630,caudal parvocellular preoptic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000633,caudal tuberculum,posterior tubercle
http://purl.obolibrary.org/obo/UBERON_2000633,caudal tuberculum,posterior tuberculum
http://purl.obolibrary.org/obo/UBERON_2000634,caudal zone of median tuberal portion of hypothalamus,
http://purl.obolibrary.org/obo/UBERON_2000636,cerebellar crest,
http://purl.obolibrary.org/obo/UBERON_2000637,claustrum cartilage,
http://purl.obolibrary.org/obo/UBERON_2000638,"commissura rostral, pars dorsalis",
http://purl.obolibrary.org/obo/UBERON_2000639,commissure of the secondary gustatory nuclei,
http://purl.obolibrary.org/obo/UBERON_2000643,rostral cerebellar tract,
http://purl.obolibrary.org/obo/UBERON_2000645,descending octaval nucleus,
http://purl.obolibrary.org/obo/UBERON_2000646,anal fin distal radial bone,distal anal fin radial
http://purl.obolibrary.org/obo/UBERON_2000647,dorsal caudal thalamic nucleus,dorsal posterior thalamic nucleus
http://purl.obolibrary.org/obo/UBERON_2000648,dorsal fin musculature,
http://purl.obolibrary.org/obo/UBERON_2000651,dorsal pelvic arrector,
http://purl.obolibrary.org/obo/UBERON_2000654,rostral motor nucleus of abducens,
http://purl.obolibrary.org/obo/UBERON_2000657,entopterygoid,endopterygoid bone
http://purl.obolibrary.org/obo/UBERON_2000657,entopterygoid,mesopterygoid
http://purl.obolibrary.org/obo/UBERON_2000658,epibranchial bone,epibranchial bones
http://purl.obolibrary.org/obo/UBERON_2000660,epural,epiural
http://purl.obolibrary.org/obo/UBERON_2000660,epural,epiural apophysis
http://purl.obolibrary.org/obo/UBERON_2000660,epural,epurals
http://purl.obolibrary.org/obo/UBERON_2000660,epural,éphural
http://purl.obolibrary.org/obo/UBERON_2000660,epural,épural
http://purl.obolibrary.org/obo/UBERON_2000662,external pharyngoclavicularis,
http://purl.obolibrary.org/obo/UBERON_2000663,extrascapula,extrascapular
http://purl.obolibrary.org/obo/UBERON_2000663,extrascapula,extrascapular bone
http://purl.obolibrary.org/obo/UBERON_2000663,extrascapula,scale bone
http://purl.obolibrary.org/obo/UBERON_2000666,filamental artery,filamental arteries
http://purl.obolibrary.org/obo/UBERON_2000673,hypobranchial artery,HA
http://purl.obolibrary.org/obo/UBERON_2000674,interopercle,interopercles
http://purl.obolibrary.org/obo/UBERON_2000676,sagitta,saccular otolith
http://purl.obolibrary.org/obo/UBERON_2000676,sagitta,sacculith
http://purl.obolibrary.org/obo/UBERON_2000677,segmental intercostal artery,segmental intercostal arteries
http://purl.obolibrary.org/obo/UBERON_2000685,superficial abductor,
http://purl.obolibrary.org/obo/UBERON_2000687,superficial pretectum,
http://purl.obolibrary.org/obo/UBERON_2000691,supraorbital bone,
http://purl.obolibrary.org/obo/UBERON_2000692,symplectic,
http://purl.obolibrary.org/obo/UBERON_2000693,tangential nucleus,
http://purl.obolibrary.org/obo/UBERON_2000694,ceratobranchial 5 tooth,pharyngeal teeth
http://purl.obolibrary.org/obo/UBERON_2000695,labial cavities,
http://purl.obolibrary.org/obo/UBERON_2000698,tripus,Weberian ossicle 4
http://purl.obolibrary.org/obo/UBERON_2000698,tripus,fourth Weberian ossicle
http://purl.obolibrary.org/obo/UBERON_2000699,entopterygoid vertical strut,endopterygoid vertical strut
http://purl.obolibrary.org/obo/UBERON_2000699,entopterygoid vertical strut,mesopterygoid vertical strut
http://purl.obolibrary.org/obo/UBERON_2000701,ventral arrector,
http://purl.obolibrary.org/obo/UBERON_2000703,ventral motor nucleus trigeminal nerve,
http://purl.obolibrary.org/obo/UBERON_2000704,ventral pelvic arrector,
http://purl.obolibrary.org/obo/UBERON_2000707,ventral zone,
http://purl.obolibrary.org/obo/UBERON_2000710,viscerosensory commissural nucleus of Cajal,
http://purl.obolibrary.org/obo/UBERON_2000711,deep cell layer (gastrulation),DEL
http://purl.obolibrary.org/obo/UBERON_2000711,deep cell layer (gastrulation),DEL cells
http://purl.obolibrary.org/obo/UBERON_2000712,internal yolk syncytial layer,I-YSL
http://purl.obolibrary.org/obo/UBERON_2000715,adductor hyohyoid,
http://purl.obolibrary.org/obo/UBERON_2000716,afferent portion of pharyngeal arch artery,afferent branchial artery
http://purl.obolibrary.org/obo/UBERON_2000716,afferent portion of pharyngeal arch artery,afferent portion of branchial artery
http://purl.obolibrary.org/obo/UBERON_2000717,apical ectodermal ridge median fin fold,apical ectodermal ridge median fin-fold
http://purl.obolibrary.org/obo/UBERON_2000718,epaxial region somite 27,
http://purl.obolibrary.org/obo/UBERON_2000725,somite 11,
http://purl.obolibrary.org/obo/UBERON_2000726,somite 14,
http://purl.obolibrary.org/obo/UBERON_2000727,somite 17,
http://purl.obolibrary.org/obo/UBERON_2000728,somite 2,
http://purl.obolibrary.org/obo/UBERON_2000729,epaxial region somite 3,
http://purl.obolibrary.org/obo/UBERON_2000730,somite 23,
http://purl.obolibrary.org/obo/UBERON_2000731,somite 27,
http://purl.obolibrary.org/obo/UBERON_2000732,somite 3,
http://purl.obolibrary.org/obo/UBERON_2000733,somite 7,
http://purl.obolibrary.org/obo/UBERON_2000734,preural vertebra,caudal fin vertebra
http://purl.obolibrary.org/obo/UBERON_2000734,preural vertebra,specialized centra/vertebrae
http://purl.obolibrary.org/obo/UBERON_2000735,hemal postzygapophysis,haemal postzygapophysis
http://purl.obolibrary.org/obo/UBERON_2000735,hemal postzygapophysis,hemal postygopophysis
http://purl.obolibrary.org/obo/UBERON_2000735,hemal postzygapophysis,hemal postzygapophyses
http://purl.obolibrary.org/obo/UBERON_2000739,epaxial region somite 11,
http://purl.obolibrary.org/obo/UBERON_2000740,epaxial region somite 5,
http://purl.obolibrary.org/obo/UBERON_2000741,epaxial region somite 14,
http://purl.obolibrary.org/obo/UBERON_2000742,epaxial region somite 17,
http://purl.obolibrary.org/obo/UBERON_2000743,epaxial region somite 2,
http://purl.obolibrary.org/obo/UBERON_2000744,epaxial region somite 22,
http://purl.obolibrary.org/obo/UBERON_2000745,epaxial region somite 25,
http://purl.obolibrary.org/obo/UBERON_2000746,epaxial region somite 28,
http://purl.obolibrary.org/obo/UBERON_2000747,epaxial region somite 30,
http://purl.obolibrary.org/obo/UBERON_2000748,epaxial region somite 6,
http://purl.obolibrary.org/obo/UBERON_2000749,epaxial region somite 9,
http://purl.obolibrary.org/obo/UBERON_2000751,epaxial region somite 8,
http://purl.obolibrary.org/obo/UBERON_2000766,granular layer valvula cerebelli,
http://purl.obolibrary.org/obo/UBERON_2000767,hypaxial region somite 11,
http://purl.obolibrary.org/obo/UBERON_2000768,hypaxial region somite 14,
http://purl.obolibrary.org/obo/UBERON_2000769,hypaxial region somite 17,
http://purl.obolibrary.org/obo/UBERON_2000770,hypaxial region somite 2,
http://purl.obolibrary.org/obo/UBERON_2000771,hypaxial region somite 22,
http://purl.obolibrary.org/obo/UBERON_2000772,hypaxial region somite 25,
http://purl.obolibrary.org/obo/UBERON_2000774,hypaxial region somite 28,
http://purl.obolibrary.org/obo/UBERON_2000775,hypaxial region somite 30,
http://purl.obolibrary.org/obo/UBERON_2000776,hypaxial region somite 6,
http://purl.obolibrary.org/obo/UBERON_2000777,hypaxial region somite 9,
http://purl.obolibrary.org/obo/UBERON_2000779,lateral forebrain bundle telencephalon,
http://purl.obolibrary.org/obo/UBERON_2000788,mesenchyme dorsal fin,
http://purl.obolibrary.org/obo/UBERON_2000801,myotome somite 11,
http://purl.obolibrary.org/obo/UBERON_2000802,myotome somite 15,
http://purl.obolibrary.org/obo/UBERON_2000803,myotome somite 18,
http://purl.obolibrary.org/obo/UBERON_2000804,myotome somite 20,
http://purl.obolibrary.org/obo/UBERON_2000805,myotome somite 23,
http://purl.obolibrary.org/obo/UBERON_2000807,myotome somite 26,
http://purl.obolibrary.org/obo/UBERON_2000808,myotome somite 29,
